claimed_expenses,wire_transfer,month,total_expenses,type,id,name
916200,178234,46,916200,S,117,BULGARELLI ELISA
829635,287824,45,829635,S,117,BULGARELLI ELISA
666493,304924,44,666493,S,117,BULGARELLI ELISA
785804,174004,43,785804,S,117,BULGARELLI ELISA
655867,174104,42,655867,S,117,BULGARELLI ELISA
1183199,174004,41,1183199,S,117,BULGARELLI ELISA
731591,236968,40,731591,S,117,BULGARELLI ELISA
813695,291554,39,813695,S,117,BULGARELLI ELISA
857660,272872,38,857660,S,117,BULGARELLI ELISA
894893,233586,37,894893,S,117,BULGARELLI ELISA
1045811,421381,36,1045811,S,117,BULGARELLI ELISA
928135,338830,35,928135,S,117,BULGARELLI ELISA
1103922,404856,34,1103922,S,117,BULGARELLI ELISA
770644,432315,33,770644,S,117,BULGARELLI ELISA
666530,486942,32,666530,S,117,BULGARELLI ELISA
622333,368172,31,622333,S,117,BULGARELLI ELISA
595440,428636,30,595440,S,117,BULGARELLI ELISA
769810,445890,29,769810,S,117,BULGARELLI ELISA
582724,412840,28,582724,S,117,BULGARELLI ELISA
863294,435193,27,847800,S,117,BULGARELLI ELISA
765383,455861,26,765383,S,117,BULGARELLI ELISA
590855,474234,25,590855,S,117,BULGARELLI ELISA
579257,353593,24,579257,S,117,BULGARELLI ELISA
752606,288077,23,752606,S,117,BULGARELLI ELISA
604300,404322,22,604300,S,117,BULGARELLI ELISA
603850,389939,21,603850,S,117,BULGARELLI ELISA
507250,487520,20,507250,S,117,BULGARELLI ELISA
556675,427230,19,556675,S,117,BULGARELLI ELISA
807498,320172,18,807498,S,117,BULGARELLI ELISA
892411,306409,17,892411,S,117,BULGARELLI ELISA
891250,296130,16,891250,S,117,BULGARELLI ELISA
581167,427263,15,581167,S,117,BULGARELLI ELISA
560050,509245,14,560050,S,117,BULGARELLI ELISA
218722,485897,13,218722,S,117,BULGARELLI ELISA
510668,453280,12,510668,S,117,BULGARELLI ELISA
760126,388022,11,760126,S,117,BULGARELLI ELISA
832884,315264,10,832884,S,117,BULGARELLI ELISA
674987,473161,9,674987,S,117,BULGARELLI ELISA
779829,368319,8,779829,S,117,BULGARELLI ELISA
724463,423685,7,724463,S,117,BULGARELLI ELISA
892945,255203,6,892945,S,117,BULGARELLI ELISA
,,5,,S,117,BULGARELLI ELISA
,,4,,S,117,BULGARELLI ELISA
641833,449812,60,641833,S,116,BUCCARELLA MAURIZIO
658604,480966,57,658604,S,116,BUCCARELLA MAURIZIO
623571,397389,59,623571,S,116,BUCCARELLA MAURIZIO
607333,451785,52,607333,S,116,BUCCARELLA MAURIZIO
671625,370820,53,671625,S,116,BUCCARELLA MAURIZIO
779716,475299,56,779716,S,116,BUCCARELLA MAURIZIO
646633,400737,55,646633,S,116,BUCCARELLA MAURIZIO
669007,382013,58,669007,S,116,BUCCARELLA MAURIZIO
642294,363991,51,642294,S,116,BUCCARELLA MAURIZIO
664861,374354,54,664861,S,116,BUCCARELLA MAURIZIO
619735,459352,50,619735,S,116,BUCCARELLA MAURIZIO
608160,519805,49,608160,S,116,BUCCARELLA MAURIZIO
639094,452671,48,639094,S,116,BUCCARELLA MAURIZIO
671003,407637,47,671003,S,116,BUCCARELLA MAURIZIO
646890,466962,46,646890,S,116,BUCCARELLA MAURIZIO
677154,425143,45,677154,S,116,BUCCARELLA MAURIZIO
580705,513952,44,580705,S,116,BUCCARELLA MAURIZIO
651341,433415,43,651341,S,116,BUCCARELLA MAURIZIO
646895,427927,42,646895,S,116,BUCCARELLA MAURIZIO
647788,511477,41,647788,S,116,BUCCARELLA MAURIZIO
715511,408896,40,715511,S,116,BUCCARELLA MAURIZIO
606858,435869,39,606858,S,116,BUCCARELLA MAURIZIO
662967,438528,38,662967,S,116,BUCCARELLA MAURIZIO
596403,493442,37,596403,S,116,BUCCARELLA MAURIZIO
662725,454860,36,662725,S,116,BUCCARELLA MAURIZIO
703396,397118,35,703396,S,116,BUCCARELLA MAURIZIO
691296,297053,34,691296,S,116,BUCCARELLA MAURIZIO
598932,469397,33,598932,S,116,BUCCARELLA MAURIZIO
598773,521971,32,598773,S,116,BUCCARELLA MAURIZIO
680007,414837,31,680007,S,116,BUCCARELLA MAURIZIO
700745,381569,30,700745,S,116,BUCCARELLA MAURIZIO
734341,323373,29,734341,S,116,BUCCARELLA MAURIZIO
702598,397731,28,702598,S,116,BUCCARELLA MAURIZIO
795049,346263,27,795049,S,116,BUCCARELLA MAURIZIO
660513,455447,26,660513,S,116,BUCCARELLA MAURIZIO
627587,472163,25,627587,S,116,BUCCARELLA MAURIZIO
730672,464253,24,730672,S,116,BUCCARELLA MAURIZIO
725688,417257,23,725688,S,116,BUCCARELLA MAURIZIO
609821,468761,22,609821,S,116,BUCCARELLA MAURIZIO
635132,375035,21,635132,S,116,BUCCARELLA MAURIZIO
574466,523656,20,574466,S,116,BUCCARELLA MAURIZIO
643090,438812,19,643090,S,116,BUCCARELLA MAURIZIO
659914,423003,18,659914,S,116,BUCCARELLA MAURIZIO
623876,445481,17,623876,S,116,BUCCARELLA MAURIZIO
650720,424087,16,650720,S,116,BUCCARELLA MAURIZIO
615689,458458,15,615689,S,116,BUCCARELLA MAURIZIO
643113,556515,14,643113,S,116,BUCCARELLA MAURIZIO
636850,445245,13,636850,S,116,BUCCARELLA MAURIZIO
667577,445833,12,667577,S,116,BUCCARELLA MAURIZIO
666875,439345,11,666875,S,116,BUCCARELLA MAURIZIO
680105,448605,10,680105,S,116,BUCCARELLA MAURIZIO
664356,396887,9,664356,S,116,BUCCARELLA MAURIZIO
647530,404180,8,647530,S,116,BUCCARELLA MAURIZIO
638417,490393,7,638417,S,116,BUCCARELLA MAURIZIO
668769,459941,6,668769,S,116,BUCCARELLA MAURIZIO
,,5,,S,116,BUCCARELLA MAURIZIO
,,4,,S,116,BUCCARELLA MAURIZIO
997108,190471,60,990746,D,16,BRUGNEROTTO Marco
856074,234906,57,846702,D,16,BRUGNEROTTO Marco
722680,327408,53,720887,D,16,BRUGNEROTTO Marco
847732,249827,58,843839,D,16,BRUGNEROTTO Marco
608315,170184,55,601921,D,16,BRUGNEROTTO Marco
519315,300032,56,519315,D,16,BRUGNEROTTO Marco
1003958,269271,59,1000517,D,16,BRUGNEROTTO Marco
663074,300128,52,653159,D,16,BRUGNEROTTO Marco
608822,170184,54,605162,D,16,BRUGNEROTTO Marco
571434,289291,51,563075,D,16,BRUGNEROTTO Marco
657980,310351,50,652971,D,16,BRUGNEROTTO Marco
649565,341269,49,646170,D,16,BRUGNEROTTO Marco
715706,298066,48,710354,D,16,BRUGNEROTTO Marco
783166,283950,47,775859,D,16,BRUGNEROTTO Marco
678805,279570,46,673082,D,16,BRUGNEROTTO Marco
633222,203583,45,624382,D,16,BRUGNEROTTO Marco
616851,272646,44,616851,D,16,BRUGNEROTTO Marco
995144,226723,43,991073,D,16,BRUGNEROTTO Marco
785992,202337,42,781767,D,16,BRUGNEROTTO Marco
829836,192556,41,829063,D,16,BRUGNEROTTO Marco
675348,284260,40,670213,D,16,BRUGNEROTTO Marco
762149,300768,39,755049,D,16,BRUGNEROTTO Marco
692342,309927,38,687337,D,16,BRUGNEROTTO Marco
665318,293183,37,658887,D,16,BRUGNEROTTO Marco
722220,181640,36,717699,D,16,BRUGNEROTTO Marco
837960,307020,35,830647,D,16,BRUGNEROTTO Marco
920926,355737,34,915962,D,16,BRUGNEROTTO Marco
645464,289924,33,640025,D,16,BRUGNEROTTO Marco
537652,285151,32,537652,D,16,BRUGNEROTTO Marco
568606,170449,31,562897,D,16,BRUGNEROTTO Marco
804375,170449,30,802229,D,16,BRUGNEROTTO Marco
880634,251758,29,877390,D,16,BRUGNEROTTO Marco
786657,276657,28,783035,D,16,BRUGNEROTTO Marco
790287,281170,27,784100,D,16,BRUGNEROTTO Marco
535537,329415,26,530635,D,16,BRUGNEROTTO Marco
616933,338559,25,613161,D,16,BRUGNEROTTO Marco
1068092,248449,24,1062572,D,16,BRUGNEROTTO Marco
628904,327361,23,620572,D,16,BRUGNEROTTO Marco
765462,343107,22,759996,D,16,BRUGNEROTTO Marco
550363,221131,21,542300,D,16,BRUGNEROTTO Marco
450179,254149,20,450179,D,16,BRUGNEROTTO Marco
682724,176841,19,676614,D,16,BRUGNEROTTO Marco
783649,176841,18,782649,D,16,BRUGNEROTTO Marco
686144,210008,17,675334,D,16,BRUGNEROTTO Marco
1146385,1516584,16,1138225,D,16,BRUGNEROTTO Marco
796002,285148,15,785682,D,16,BRUGNEROTTO Marco
491846,521297,14,488456,D,16,BRUGNEROTTO Marco
519741,891151,13,512161,D,16,BRUGNEROTTO Marco
581644,354599,12,581644,D,16,BRUGNEROTTO Marco
531925,319432,11,531925,D,16,BRUGNEROTTO Marco
402750,365676,10,402750,D,16,BRUGNEROTTO Marco
447811,337568,9,447811,D,16,BRUGNEROTTO Marco
222938,406967,8,222938,D,16,BRUGNEROTTO Marco
280813,365752,7,280813,D,16,BRUGNEROTTO Marco
122922,466189,6,122922,D,16,BRUGNEROTTO Marco
470843,258040,5,470843,D,16,BRUGNEROTTO Marco
295440,854605,4,295440,D,16,BRUGNEROTTO Marco
,,60,,D,15,BRESCIA Giuseppe
,,59,,D,15,BRESCIA Giuseppe
723816,313884,58,720758,D,15,BRESCIA Giuseppe
776930,284232,55,772600,D,15,BRESCIA Giuseppe
773017,202039,57,766971,D,15,BRESCIA Giuseppe
717925,202039,56,717925,D,15,BRESCIA Giuseppe
759761,234989,53,757874,D,15,BRESCIA Giuseppe
782404,202039,54,781418,D,15,BRESCIA Giuseppe
775982,228748,50,771952,D,15,BRESCIA Giuseppe
780944,203039,51,777300,D,15,BRESCIA Giuseppe
771891,408016,52,763183,D,15,BRESCIA Giuseppe
779473,252777,49,776366,D,15,BRESCIA Giuseppe
769558,266206,48,768691,D,15,BRESCIA Giuseppe
832645,178327,47,827590,D,15,BRESCIA Giuseppe
741974,285163,46,739514,D,15,BRESCIA Giuseppe
766627,218482,45,758925,D,15,BRESCIA Giuseppe
699110,284616,44,699110,D,15,BRESCIA Giuseppe
765962,214858,43,763165,D,15,BRESCIA Giuseppe
769520,178337,42,764053,D,15,BRESCIA Giuseppe
769226,178337,41,766916,D,15,BRESCIA Giuseppe
789287,418979,40,782204,D,15,BRESCIA Giuseppe
782272,138974,39,776433,D,15,BRESCIA Giuseppe
710579,197015,38,708017,D,15,BRESCIA Giuseppe
712351,197014,37,706381,D,15,BRESCIA Giuseppe
876272,185238,36,867430,D,15,BRESCIA Giuseppe
839486,171031,35,832687,D,15,BRESCIA Giuseppe
830853,179721,34,824583,D,15,BRESCIA Giuseppe
720025,171048,33,709207,D,15,BRESCIA Giuseppe
689838,171048,32,689838,D,15,BRESCIA Giuseppe
822709,171048,31,818331,D,15,BRESCIA Giuseppe
768272,171048,30,764642,D,15,BRESCIA Giuseppe
889774,171048,29,881521,D,15,BRESCIA Giuseppe
920973,171048,28,916936,D,15,BRESCIA Giuseppe
850682,171048,27,846067,D,15,BRESCIA Giuseppe
839826,251415,26,834307,D,15,BRESCIA Giuseppe
811756,200072,25,809536,D,15,BRESCIA Giuseppe
843371,197838,24,836544,D,15,BRESCIA Giuseppe
734208,168956,23,726004,D,15,BRESCIA Giuseppe
739496,339720,22,733599,D,15,BRESCIA Giuseppe
650400,184254,21,640111,D,15,BRESCIA Giuseppe
633699,357484,20,633699,D,15,BRESCIA Giuseppe
785306,299832,19,772896,D,15,BRESCIA Giuseppe
656615,237640,18,645825,D,15,BRESCIA Giuseppe
692330,339101,17,683360,D,15,BRESCIA Giuseppe
759219,739813,16,745469,D,15,BRESCIA Giuseppe
635780,342055,15,625850,D,15,BRESCIA Giuseppe
573322,506712,14,558782,D,15,BRESCIA Giuseppe
713691,658626,13,700631,D,15,BRESCIA Giuseppe
694304,295116,12,694304,D,15,BRESCIA Giuseppe
721777,261179,11,721777,D,15,BRESCIA Giuseppe
682928,287126,10,682928,D,15,BRESCIA Giuseppe
690723,277445,9,690723,D,15,BRESCIA Giuseppe
604432,354259,8,604432,D,15,BRESCIA Giuseppe
701456,284352,7,701456,D,15,BRESCIA Giuseppe
563942,390062,6,563942,D,15,BRESCIA Giuseppe
603793,315192,5,603793,D,15,BRESCIA Giuseppe
768251,564073,4,768251,D,15,BRESCIA Giuseppe
1307512,270381,60,1307512,S,115,BOTTICI LAURA
967281,298907,59,967281,S,115,BOTTICI LAURA
681166,367082,53,681166,S,115,BOTTICI LAURA
430476,384633,55,430476,S,115,BOTTICI LAURA
539180,312051,52,539180,S,115,BOTTICI LAURA
967778,268021,58,967778,S,115,BOTTICI LAURA
439421,337183,57,439421,S,115,BOTTICI LAURA
343898,336998,56,343898,S,115,BOTTICI LAURA
422494,371047,54,422494,S,115,BOTTICI LAURA
557278,299008,51,557278,S,115,BOTTICI LAURA
621687,465365,50,621687,S,115,BOTTICI LAURA
516718,382268,49,516718,S,115,BOTTICI LAURA
494199,388649,48,494199,S,115,BOTTICI LAURA
437917,358155,47,437917,S,115,BOTTICI LAURA
580682,299177,46,580682,S,115,BOTTICI LAURA
579443,281527,45,579443,S,115,BOTTICI LAURA
404888,359701,44,404888,S,115,BOTTICI LAURA
732787,333816,43,732787,S,115,BOTTICI LAURA
616671,328895,42,616671,S,115,BOTTICI LAURA
511645,270841,41,511645,S,115,BOTTICI LAURA
757535,279216,40,757535,S,115,BOTTICI LAURA
680691,404440,39,680691,S,115,BOTTICI LAURA
469953,422685,38,469953,S,115,BOTTICI LAURA
530767,299307,37,530767,S,115,BOTTICI LAURA
455554,325855,36,455554,S,115,BOTTICI LAURA
416193,332717,35,416193,S,115,BOTTICI LAURA
442318,357162,34,442318,S,115,BOTTICI LAURA
442487,370663,33,442487,S,115,BOTTICI LAURA
249226,454357,32,249226,S,115,BOTTICI LAURA
406138,288597,31,406138,S,115,BOTTICI LAURA
308199,377919,30,308199,S,115,BOTTICI LAURA
685986,476712,29,685986,S,115,BOTTICI LAURA
377156,420863,28,377156,S,115,BOTTICI LAURA
325419,409604,27,325419,S,115,BOTTICI LAURA
287253,465211,26,287253,S,115,BOTTICI LAURA
340848,381231,25,340848,S,115,BOTTICI LAURA
198941,510401,24,198941,S,115,BOTTICI LAURA
-39201,734314,23,-39201,S,115,BOTTICI LAURA
316099,352734,22,316099,S,115,BOTTICI LAURA
274547,411159,21,274547,S,115,BOTTICI LAURA
209382,365677,20,209382,S,115,BOTTICI LAURA
636558,177268,19,636558,S,115,BOTTICI LAURA
102635,589783,18,101235,S,115,BOTTICI LAURA
164554,581174,17,164554,S,115,BOTTICI LAURA
220362,456266,16,220362,S,115,BOTTICI LAURA
304134,399559,15,304134,S,115,BOTTICI LAURA
261118,518428,14,261118,S,115,BOTTICI LAURA
265906,456874,13,265906,S,115,BOTTICI LAURA
297524,455544,12,297524,S,115,BOTTICI LAURA
291061,435587,11,291061,S,115,BOTTICI LAURA
276390,450158,10,276390,S,115,BOTTICI LAURA
323291,403257,9,323291,S,115,BOTTICI LAURA
408595,349963,8,408595,S,115,BOTTICI LAURA
233940,492608,7,233940,S,115,BOTTICI LAURA
468526,284772,6,468526,S,115,BOTTICI LAURA
,,5,,S,115,BOTTICI LAURA
,,4,,S,115,BOTTICI LAURA
,,60,,D,14,BONAFEDE Alfonso
,,59,,D,14,BONAFEDE Alfonso
,,58,,D,14,BONAFEDE Alfonso
856590,379406,57,845200,D,14,BONAFEDE Alfonso
704946,313311,53,702061,D,14,BONAFEDE Alfonso
639040,450952,50,634050,D,14,BONAFEDE Alfonso
558500,547192,52,554110,D,14,BONAFEDE Alfonso
629319,432005,54,621909,D,14,BONAFEDE Alfonso
488770,608517,49,488020,D,14,BONAFEDE Alfonso
688523,356957,51,684233,D,14,BONAFEDE Alfonso
699210,684023,55,691700,D,14,BONAFEDE Alfonso
364250,476946,56,364250,D,14,BONAFEDE Alfonso
491259,349941,48,488049,D,14,BONAFEDE Alfonso
664675,502371,47,660015,D,14,BONAFEDE Alfonso
534200,544660,46,531000,D,14,BONAFEDE Alfonso
748580,476550,45,740820,D,14,BONAFEDE Alfonso
426030,534130,44,426030,D,14,BONAFEDE Alfonso
523490,386362,43,513210,D,14,BONAFEDE Alfonso
628806,407108,42,624496,D,14,BONAFEDE Alfonso
597583,482442,41,595023,D,14,BONAFEDE Alfonso
583707,445573,40,573597,D,14,BONAFEDE Alfonso
738412,416806,39,732222,D,14,BONAFEDE Alfonso
565285,467338,38,557375,D,14,BONAFEDE Alfonso
701450,649785,37,695090,D,14,BONAFEDE Alfonso
535677,498560,36,527697,D,14,BONAFEDE Alfonso
525780,459650,35,517540,D,14,BONAFEDE Alfonso
586539,565759,34,580019,D,14,BONAFEDE Alfonso
619730,486019,33,598640,D,14,BONAFEDE Alfonso
337750,421967,32,337750,D,14,BONAFEDE Alfonso
597938,415049,31,591288,D,14,BONAFEDE Alfonso
604462,340687,30,593082,D,14,BONAFEDE Alfonso
681435,381460,29,674705,D,14,BONAFEDE Alfonso
671724,427375,28,665544,D,14,BONAFEDE Alfonso
676000,271149,27,661360,D,14,BONAFEDE Alfonso
771801,430810,26,748941,D,14,BONAFEDE Alfonso
609138,337024,25,602318,D,14,BONAFEDE Alfonso
557170,401010,24,548120,D,14,BONAFEDE Alfonso
661823,213981,23,647150,D,14,BONAFEDE Alfonso
774233,357255,22,761067,D,14,BONAFEDE Alfonso
663717,220310,21,653020,D,14,BONAFEDE Alfonso
604418,511489,20,604418,D,14,BONAFEDE Alfonso
579434,462773,19,574254,D,14,BONAFEDE Alfonso
641820,184161,18,635240,D,14,BONAFEDE Alfonso
750250,303722,17,742240,D,14,BONAFEDE Alfonso
680355,530406,16,671235,D,14,BONAFEDE Alfonso
566975,542622,15,554965,D,14,BONAFEDE Alfonso
660340,635974,14,649400,D,14,BONAFEDE Alfonso
599276,984618,13,590616,D,14,BONAFEDE Alfonso
576212,440774,12,576212,D,14,BONAFEDE Alfonso
561328,453588,11,561328,D,14,BONAFEDE Alfonso
595660,422446,10,595660,D,14,BONAFEDE Alfonso
639229,410200,9,639229,D,14,BONAFEDE Alfonso
430965,550676,8,430965,D,14,BONAFEDE Alfonso
673080,316789,7,673080,D,14,BONAFEDE Alfonso
628276,298839,6,628276,D,14,BONAFEDE Alfonso
560772,305725,5,560772,D,14,BONAFEDE Alfonso
921760,405131,4,921760,D,14,BONAFEDE Alfonso
813300,289370,60,813300,S,113,BLUNDO ROSETTA ENZA
906100,185885,55,906100,S,113,BLUNDO ROSETTA ENZA
904180,195000,57,904180,S,113,BLUNDO ROSETTA ENZA
743500,330690,53,743500,S,113,BLUNDO ROSETTA ENZA
783400,311305,56,783400,S,113,BLUNDO ROSETTA ENZA
872300,222654,59,872300,S,113,BLUNDO ROSETTA ENZA
842500,203860,54,842500,S,113,BLUNDO ROSETTA ENZA
880600,217399,58,880600,S,113,BLUNDO ROSETTA ENZA
816100,231500,52,816100,S,113,BLUNDO ROSETTA ENZA
850500,225100,51,850500,S,113,BLUNDO ROSETTA ENZA
698900,350855,50,698900,S,113,BLUNDO ROSETTA ENZA
992100,200605,49,992100,S,113,BLUNDO ROSETTA ENZA
724100,384710,48,724100,S,113,BLUNDO ROSETTA ENZA
872500,180508,47,872500,S,113,BLUNDO ROSETTA ENZA
902978,175895,46,902978,S,113,BLUNDO ROSETTA ENZA
839400,207025,45,839400,S,113,BLUNDO ROSETTA ENZA
825700,283083,44,825700,S,113,BLUNDO ROSETTA ENZA
875100,175895,43,875100,S,113,BLUNDO ROSETTA ENZA
863300,227028,42,863300,S,113,BLUNDO ROSETTA ENZA
850361,250074,41,850361,S,113,BLUNDO ROSETTA ENZA
827100,270105,40,827100,S,113,BLUNDO ROSETTA ENZA
808800,220545,39,808800,S,113,BLUNDO ROSETTA ENZA
785900,337180,38,785900,S,113,BLUNDO ROSETTA ENZA
816000,304255,37,816000,S,113,BLUNDO ROSETTA ENZA
791700,289340,36,791700,S,113,BLUNDO ROSETTA ENZA
814200,226045,35,814200,S,113,BLUNDO ROSETTA ENZA
813100,290772,34,813100,S,113,BLUNDO ROSETTA ENZA
722900,361217,33,722900,S,113,BLUNDO ROSETTA ENZA
654600,211606,32,654600,S,113,BLUNDO ROSETTA ENZA
1082636,176157,31,1082636,S,113,BLUNDO ROSETTA ENZA
807850,265277,30,807850,S,113,BLUNDO ROSETTA ENZA
774200,314477,29,774200,S,113,BLUNDO ROSETTA ENZA
817300,292497,28,817300,S,113,BLUNDO ROSETTA ENZA
856800,336872,27,856800,S,113,BLUNDO ROSETTA ENZA
837700,307500,26,837700,S,113,BLUNDO ROSETTA ENZA
798600,237620,25,798600,S,113,BLUNDO ROSETTA ENZA
939800,188800,24,939800,S,113,BLUNDO ROSETTA ENZA
786500,276566,23,786500,S,113,BLUNDO ROSETTA ENZA
872500,239279,22,872500,S,113,BLUNDO ROSETTA ENZA
728400,176969,21,728400,S,113,BLUNDO ROSETTA ENZA
808200,314979,20,808200,S,113,BLUNDO ROSETTA ENZA
883900,177069,19,883900,S,113,BLUNDO ROSETTA ENZA
839100,258739,18,839100,S,113,BLUNDO ROSETTA ENZA
771900,322564,17,771900,S,113,BLUNDO ROSETTA ENZA
730900,362579,16,730900,S,113,BLUNDO ROSETTA ENZA
842100,233031,15,842100,S,113,BLUNDO ROSETTA ENZA
706370,498217,14,706370,S,113,BLUNDO ROSETTA ENZA
715470,400165,13,715470,S,113,BLUNDO ROSETTA ENZA
630100,488137,12,630100,S,113,BLUNDO ROSETTA ENZA
641250,513673,11,641250,S,113,BLUNDO ROSETTA ENZA
765108,318467,10,765108,S,113,BLUNDO ROSETTA ENZA
776812,305937,9,776812,S,113,BLUNDO ROSETTA ENZA
869988,212737,8,869988,S,113,BLUNDO ROSETTA ENZA
664191,463546,7,664191,S,113,BLUNDO ROSETTA ENZA
608111,443526,6,608111,S,113,BLUNDO ROSETTA ENZA
,,5,,S,113,BLUNDO ROSETTA ENZA
,,4,,S,113,BLUNDO ROSETTA ENZA
710112,203679,60,705912,D,13,BIANCHI Nicola
730658,204982,59,726234,D,13,BIANCHI Nicola
766170,173565,54,760715,D,13,BIANCHI Nicola
1055916,217782,58,1042459,D,13,BIANCHI Nicola
697110,287527,56,697110,D,13,BIANCHI Nicola
825113,253932,53,822183,D,13,BIANCHI Nicola
596296,184490,57,587512,D,13,BIANCHI Nicola
794838,390627,52,788986,D,13,BIANCHI Nicola
834293,173798,55,826681,D,13,BIANCHI Nicola
691079,179065,51,688229,D,13,BIANCHI Nicola
666907,368349,50,665939,D,13,BIANCHI Nicola
935261,309324,49,933254,D,13,BIANCHI Nicola
722720,319738,48,717773,D,13,BIANCHI Nicola
695591,285179,47,688265,D,13,BIANCHI Nicola
823694,439469,46,819023,D,13,BIANCHI Nicola
628873,222832,45,624422,D,13,BIANCHI Nicola
642655,173565,44,642655,D,13,BIANCHI Nicola
787746,327097,43,783736,D,13,BIANCHI Nicola
766911,173565,42,762152,D,13,BIANCHI Nicola
703027,173565,41,701663,D,13,BIANCHI Nicola
840597,533336,40,833456,D,13,BIANCHI Nicola
688180,250922,39,683996,D,13,BIANCHI Nicola
674266,230478,38,670781,D,13,BIANCHI Nicola
695260,220925,37,690709,D,13,BIANCHI Nicola
709796,185238,36,704939,D,13,BIANCHI Nicola
711190,231164,35,704435,D,13,BIANCHI Nicola
869353,393928,34,864095,D,13,BIANCHI Nicola
734761,265371,33,724950,D,13,BIANCHI Nicola
626461,238021,32,626461,D,13,BIANCHI Nicola
721621,290563,31,717761,D,13,BIANCHI Nicola
693072,269504,30,684029,D,13,BIANCHI Nicola
770130,269451,29,762494,D,13,BIANCHI Nicola
698155,660485,28,698155,D,13,BIANCHI Nicola
768586,254252,27,758329,D,13,BIANCHI Nicola
665141,302463,26,653332,D,13,BIANCHI Nicola
672185,443939,25,666516,D,13,BIANCHI Nicola
682425,281902,24,675399,D,13,BIANCHI Nicola
704213,255216,23,693654,D,13,BIANCHI Nicola
777391,538831,22,769480,D,13,BIANCHI Nicola
674934,273689,21,656161,D,13,BIANCHI Nicola
555523,294204,20,555523,D,13,BIANCHI Nicola
670196,317107,19,655666,D,13,BIANCHI Nicola
650426,240754,18,638636,D,13,BIANCHI Nicola
623870,253319,17,609310,D,13,BIANCHI Nicola
730162,1152942,16,711682,D,13,BIANCHI Nicola
665076,271734,15,648406,D,13,BIANCHI Nicola
641568,432369,14,629798,D,13,BIANCHI Nicola
625575,279475,13,612565,D,13,BIANCHI Nicola
633124,268561,12,633124,D,13,BIANCHI Nicola
423348,592546,11,423348,D,13,BIANCHI Nicola
941090,194420,10,941090,D,13,BIANCHI Nicola
766179,194480,9,766179,D,13,BIANCHI Nicola
734450,211720,8,734450,D,13,BIANCHI Nicola
823911,194480,7,823911,D,13,BIANCHI Nicola
728400,219471,6,728400,D,13,BIANCHI Nicola
719311,0,5,719311,D,13,BIANCHI Nicola
1115488,318050,4,1115488,D,13,BIANCHI Nicola
,,60,,S,111,BERTOROTTA ORNELLA
1293034,189880,59,1293034,S,111,BERTOROTTA ORNELLA
556399,456050,55,556399,S,111,BERTOROTTA ORNELLA
609173,426469,58,609173,S,111,BERTOROTTA ORNELLA
605298,222976,52,605298,S,111,BERTOROTTA ORNELLA
623854,309182,53,623854,S,111,BERTOROTTA ORNELLA
651539,421215,57,651539,S,111,BERTOROTTA ORNELLA
1001727,78572,51,709189,S,111,BERTOROTTA ORNELLA
288221,473879,56,288221,S,111,BERTOROTTA ORNELLA
593573,378613,54,593573,S,111,BERTOROTTA ORNELLA
700650,448575,50,700650,S,111,BERTOROTTA ORNELLA
620896,451421,49,620896,S,111,BERTOROTTA ORNELLA
425172,425059,48,425172,S,111,BERTOROTTA ORNELLA
668852,414058,47,668852,S,111,BERTOROTTA ORNELLA
904484,423181,46,904484,S,111,BERTOROTTA ORNELLA
857606,358880,45,857606,S,111,BERTOROTTA ORNELLA
881501,191135,44,881501,S,111,BERTOROTTA ORNELLA
986658,277958,43,840141,S,111,BERTOROTTA ORNELLA
764454,428996,42,764454,S,111,BERTOROTTA ORNELLA
805940,429998,41,805940,S,111,BERTOROTTA ORNELLA
763908,474885,40,763908,S,111,BERTOROTTA ORNELLA
645250,464443,39,645250,S,111,BERTOROTTA ORNELLA
660272,457670,38,660272,S,111,BERTOROTTA ORNELLA
731009,449705,37,731009,S,111,BERTOROTTA ORNELLA
768251,458723,36,768251,S,111,BERTOROTTA ORNELLA
623920,357739,35,623920,S,111,BERTOROTTA ORNELLA
973117,392510,34,973117,S,111,BERTOROTTA ORNELLA
581494,351932,33,581494,S,111,BERTOROTTA ORNELLA
509528,438234,32,509528,S,111,BERTOROTTA ORNELLA
642751,478620,31,635511,S,111,BERTOROTTA ORNELLA
556895,301807,30,556895,S,111,BERTOROTTA ORNELLA
560647,383423,29,560647,S,111,BERTOROTTA ORNELLA
557515,434490,28,557515,S,111,BERTOROTTA ORNELLA
595591,441256,27,595591,S,111,BERTOROTTA ORNELLA
958868,432971,26,958868,S,111,BERTOROTTA ORNELLA
599920,466188,25,599920,S,111,BERTOROTTA ORNELLA
574417,458016,24,574417,S,111,BERTOROTTA ORNELLA
637381,425133,23,637381,S,111,BERTOROTTA ORNELLA
277078,403325,22,277078,S,111,BERTOROTTA ORNELLA
284526,412260,21,284526,S,111,BERTOROTTA ORNELLA
547604,440808,20,547604,S,111,BERTOROTTA ORNELLA
614420,392911,19,614420,S,111,BERTOROTTA ORNELLA
605951,385297,18,605951,S,111,BERTOROTTA ORNELLA
655048,274368,17,655048,S,111,BERTOROTTA ORNELLA
628217,375610,16,628217,S,111,BERTOROTTA ORNELLA
643007,379586,15,643007,S,111,BERTOROTTA ORNELLA
807017,368012,14,807017,S,111,BERTOROTTA ORNELLA
613193,428703,13,613193,S,111,BERTOROTTA ORNELLA
